Index,Sentence
9474,Elle était une psychologue élégante.
9475,Je doute de cette existence.
9476,Il est parti sans un merci.
9477,Le steak était saignant.
9478,Il y avait des caleçons.
9479,Il voulut la mettre au courant.
9480,Il avait fourni ses empreintes.
9481,"Un peu plus loin, il y avait une pièce."
9482,Eccles était ivre ou endormi.
9483,"Puis il repartit, tête baissée."
9484,C'est un bonus pour les meurtriers.
9485,Il suivait Vita depuis longtemps.
9486,Elles l'étaient dans AFIS.
9487,"Ça me pèse, dit-il."
9488,Nous allons terminer le travail.
9489,Si Pitty en a eu assez.
9490,"Bien, d'un ton distrait."
9491,Accepteriez-vous de parler à votre mère ?
9492,Il nous barra le passage.
9493,On nous imagine patients.
9494,Ce n'était rien à voir.
9495,Je suis retourné à L.A.
9496,On ne peut plus y circuler.
9497,Il existe une partie non aménagée ?
9498,"Par exemple, ceux qui travaillaient là-bas."
9499,Il risqua un coup d'œil rapide.
9500,Ils ont pu agir en toute légalité.
9501,Ils faisaient des rondes à l'intérieur.
9502,que ce serait pire encore.
9503,Quigg n'avait pas de raison de faire le lien.
9504,Il a l'air d'un bon à rien.
9505,Il le considérait comme vicieux.
9506,Pitty n'est peut-être pas du genre.
9507,Nous maîtrisons les flux.
9508,C'est devenu sujet de plaisanterie.
9509,De cordiales salutations furent envoyées.
9510,Il manquait encore quelques centimètres.
9511,Le concierge déverrouilla la porte.
9512,Un autre client est sorti.
9513,Si vous vous y plaisez bien.
9514,"Milo murmura : Ah, les créatifs..."
9515,C'est un vieil édifice à moulures.
9516,Elle expliqua à Milo.
9517,Il l'informa de l'existence du tunnel.
9518,Ça me tracassait vraiment.
9519,"Sinon, j'envoie les services vétérinaires."
9520,Huggler n'avait nulle part où aller.
9521,Elle eut un court échange.
9522,Borchard nous avait montré une telle entrée.
9523,Il était à l'arrêt.
9524,Elle était là juste après ma naissance.
9525,À des circonstances exceptionnelles.
9526,Les cauchemars ont cessé.
9527,Elle lui avait réussi quelques mois plus tôt.
9528,Son portable sonna à nouveau.
9529,Ce n'était pas fait exprès.
9530,Quel type de poison permet cela?
9531,Il était à l'hôpital de Starkweather.
9532,C'est comme faux psychologue.
9533,"Quand c'est de l'oignon, ça se sent !"
9534,Souhaitez-vous boire quelque chose ?
9535,Ils ont pu camper sur place.
9536,C'était le doctorat recouvert.
9537,Ma voix eut une fêlure.
9538,"Il était calme, passif."
9539,J'appelai Milo immédiatement.
9540,C'est à moi de rendre service.
9541,Il avait presque douze ans.
9542,Il y a aussi des maladies auto-immunes.
9543,Pouvez-vous me recommander un juge ?
9544,"Pourquoi pas, je peux essayer."
9545,Il le fit de quelques centimètres.
9546,Il commença par Petra.
9547,Je dis : Un premier meurtre et le voilà parti.
9548,Ils traitaient de psychopathologie.
9549,Comparé aux élucubrations d'Eccles.
9550,Pourquoi aurait-il changé de comportement ?
9551,À quel titre exerçait-il ?
9552,Il a la sensation d'avoir froid.
9553,Elle l'a traité de charlatan.
9554,Je vous parle de gens ayant commis des meurtres.
9555,Elle la traitait de sale gosse.
9556,Nous avancions doucement.
9557,Mais je n'arrêtais pas de me dire.
9558,Je lui demanderai s'il a des lumières.
9559,Il dévoila ses gencives en souriant.
9560,Il y en avait tous les deux mètres.
9561,Aucun signe de Louie et Ned.
9562,Bien... fit Borchard d'une voix hésitante.
9563,Nous faisons peut-être fausse route.
9564,Lui expliquer d'un ton amical.
9565,C'était l'imposante réception.
9566,Votre locataire a filé.
9567,C'était un avis de décès.
9568,Ils se promenaient tranquillement.
9569,Une oreille était dressée.
9570,Je parie sur une série de victimes.
9571,"Je répondis : ""Une sorte de mortadelle."
9572,Au pain sec et à l'eau.
9573,Elle était l'informatrice.
9574,Les siens étaient fondés le plus souvent.
9575,Il était posé sur son poignet.
9576,Un dessinateur de la police.
9577,"Bon chirurgien, l'officier?"
9578,J'étais absent quarante-trois jours.
9579,Ils me suivirent dans mon bureau.
9580,"C'était un adulte, bien sûr."
9581,Il est sorti juste derrière nous.
9582,On nous imagine pondérés.
9583,Il n'y a pas de lien avec Vita Berlin.
9584,Ils envisageaient de me convoquer.
9585,L'un d'eux était inoccupé.
9586,Vous êtes au courant de ceci ?
9587,Les schémas dans la chambre du garçon.
9588,Il le vida d'un trait.
9589,Elle demanda ce qui me ferait plaisir.
9590,Mon allure calquait la sienne.
9591,L'exemple est Vita.
9592,J'étais incapable de me fixer.
9593,Elles furent sur un périmètre large.
9594,Mais ça a continué à me trotter.
9595,Ce n'était pas lors des entretiens.
9596,Mais j'ai eu envie d'y retourner.
9597,C'est pour l'avis de recherche.
9598,Je ne vois pas ce qu'on espère plus.
9599,Elle observa Huggler assis par terre.
9600,Vous souhaitez le temps de me convaincre.
9601,Ils étaient tout sauf indolents.
9602,C'était il y a environ une semaine.
9603,Il imprima une torsion à la tête.
9604,Je ne suis pas psy.
9605,Elle ne serait pas très profonde.
9606,Il prenait des bêtes de petite taille.
9607,Le braque recevait une papouille.
9608,Ses yeux étaient exorbités là.
9609,Joue sur la fibre maternelle.
9610,Nous formions trois sommets humains.
9611,Il entrebâilla la porte.
9612,Il me l'a confié.
9613,S'était-il endormi ?
9614,Elle prit le temps de réfléchir.
9615,La pauvre bête pesait peu.
9616,Ils la cochent dans l'ordre.
9617,Quel regard étrange !
9618,Ses longs cheveux étaient noués.
9619,Mon service contactera le vôtre.
9620,"Ce soir-là, il ne lui arracha qu'une moue."
9621,L'autre était carrément émacié.
9622,Un garçon soigné comme toi ?
9623,J'entendis la chasse d'eau.
9624,C'était en raison d'un contretemps.
9625,Les flux entrants et sortants sont notés.
9626,Votre argumentation a du bon.
9627,Le croquis d'Alex Shimoff m'évoquait quelque chose.
9628,"Quand bien même, le garçon finira par s'inquiéter."
9629,Il faisait la manche de manière agressive.
9630,Cela l'a conduit à se prendre pour un thérapeute.
9631,Elle repérait qui ferait une victime.
9632,C'était peut-être sa famille.
9633,J'ai accumulé les biens matériels.
9634,C'était avec la police.
9635,D'après l'analyse des squelettes.
9636,Un bruit s'en échappait doucement.
9637,Ce n'est pas très subtil.
9638,Ou l'ennui les gagne.
9639,Nous avons commencé nous.
9640,Le disciple pourrait s'en sortir.
9641,Je me creusai la tête.
9642,Il avait une certaine expression.
9643,Il n'y avait pas de visées cliniques.
9644,Je ne dirai jamais assez.
9645,Il me décocha un regard sévère.
9646,Il était le Dr Shacker.
9647,Vous étiez dans l'armée ?
9648,Elle fut baptisée  Hameau des Mouettes .
9649,Elle était basée à Oxnard.
9650,C'était la procédure pour suspects costauds.
9651,Il portait une chemise blanche et jean.
9652,Je me postai à côté de lui.
9653,C'était en couverture.
9654,J'élargis ensuite le champ de recherche.
9655,On envisage de se marier.
9656,L'homme portait une canadienne.
9657,C'est lui qui en avait fait la demande.
9658,Il se rendait aux obsèques.
9659,Grant Huggler avait des cheveux plus longs.
9660,C'était un pet de Louie.
9661,Ils vivaient mieux leur vie.
9662,C'était quelque part au nord.
9663,C'était il y a une semaine.
9664,La réceptionniste cille.
9665,Ils engrangent ces sommes.
9666,Ce voyage est en Arizona.
9667,"Par la devanture, j'aperçus Ralph Veronese."
9668,Le mari marmonnait des mots.
9669,Mais les résultats étaient bons.
9670,Je suis heureux de l'entendre.
9671,Pourquoi je n'étais pas fichu de l'aider ?
9672,Mais le bras resta figé.
9673,J'ai une césarienne à faire.
9674,Elle était morte en Floride.
9675,À quoi bon fournir une cible généreuse?
9676,Ils font durer leur café.
9677,Du nouveau pour Emil Cahane ?
9678,Un employé de la pharmacie aida.
9679,Je me suis trompé d'adresse.
9680,Raul aurait le pouvoir d'empêcher ces malheurs.
9681,Nous sommes cinq personnes.
9682,Il jura et raccrocha.
9683,Ils se faisaient concurrence.
9684,Raconte tout ce que tu as fait.
9685,Merci d'avoir adressé Banforth.
9686,Il tira dessus et les griffa.
9687,D'autres gens nous renseigneraient.
9688,Il y a des cloisons à roulettes.
9689,Je pris place côté passager.
9690,Les chiens continuèrent d'errer.
9691,Il ne faut pas grand chose.
9692,Il était ophtalmologiste à Seattle.
9693,Il était six heures quatorze.
9694,qu'il suffit de tout déplacer.
9695,Difficile d'en déduire quoi que ce soit.
9696,Ces victimes étaient les plus récentes.
9697,Il se vengeait à sa manière.
9698,Ses yeux étaient cernés de rouge.
9699,"Je vous sais gré de me parler, docteur Delaware."
9700,Il s'est fait une spécialité.
9701,Sauf si Quigg était très sévère.
9702,Avez-vous des soupçons ?
9703,Une collaboration parfaite existe.
9704,Je la relâchai alors.
9705,Chaque pile comptait vingt magazines.
9706,Vous voyez que nous étions confrontés là.
9707,Il n'y a rien là-bas.
9708,Il se dirigerait vers la route.
9709,"Désolé, ça ne me dit rien."
9710,Je tirai dessus pour me dégager.
9711,Il craignait un suicide.
9712,Docteur Cahane ? Alex Delaware. Je vous rap...
9713,Elle fut assistante de recherche d'Anna Freud.
9714,Il demanda :  Que cherchez-vous au juste ?
9715,Il rappela John Nguyen.
9716,Il se refit une réputation.
9717,Reed parlait à une dame.
9718,S'en était-il ouvert ?
9719,Il a fait un beau diplôme.
9720,Son sourire était un peu court.
9721,"Un peu plus tard, j'étais au volant."
9722,Elles passaient toutes les dix minutes.
9723,Il était paralysé par la peur.
9724,On peut manger sur le pouce.
9725,Elle était esquintée.
9726,Il était très professionnel.
9727,J'avais des réserves à son sujet.
9728,Elle voulait toucher son indemnité.
9729,Elle recueillait de vieilles bêtes.
9730,Louie soutenait Ned parfois.
9731,J'étais décontenancé et méfiant.
9732,Poursuis vers l'ouest.
9733,C'était l'inspecteur Sturgis.
9734,Il est à Montebello.
9735,Ce sont celles d'une femme de ménage.
9736,Reed suggère qu'elle a aidé Wainright.
9737,"Après tout, pourquoi pas?"
9738,La moindre peluche avait été aspirée.
9739,Il portait une canadienne doublée.
9740,Il portait un chapeau de paille.
9741,Elle surestime après un traitement.
9742,C'est une affaire de meurtre.
9743,Il sort son badge.
9744,Que voulez-vous dire ?
9745,Il écartait les broussailles doucement.
9746,"Dans ton dos, Grant."
9747,Petra demande un volontaire pour la famille.
9748,Il n'y avait aucun enfant en soins spécialisés.
9749,Cette région l'attire.
9750,Pendant qu'on collait cette feuille.
9751,Je me rendis au Bijou.
9752,Il nous narguait avec aplomb.
9753,Nous étions réputés être l'un des meilleurs établissements.
9754,J'ai tendance à gamberger.
9755,"M. Ed Loyal, c'est son nom."
9756,Comment les soupçons de Quigg ont-ils été éveillés ?
9757,Qui prêterait attention aux divagations?
9758,Donna parlait d'une voix rauque.
9759,Il avait un nouveau rôle.
9760,Qu'est-ce qui l'avait alerté ?
9761,Visible puis cachée.
9762,Il faut le garder.
9763,Je vous accorde que les hypothèses se fondent.
9764,Quelques voitures s'engageaient dans le parking.
9765,C'était pour la domination et la violence.
9766,Un crime n'y avait pas été commis.
9767,Tu es passée au tout-numérique?
9768,Petra demande pour cet homme-ci.
9769,Il y avait deux versions contradictoires.
9770,"Je pensai : Futée, ma Robin."
9771,Elle ne figurait nulle part.
9772,Je savais que ce serait inutile.
9773,Elle vivait sous le même toit.
9774,Elle composa le numéro de téléphone.
9775,"A quel sujet, monsieur ?"
9776,C'est beaucoup plus long.
9777,C'était longtemps après son départ.
9778,Ils sont payés aux frais du contribuable.
9779,Nous pourrions arranger quelque chose.
9780,Il a à peine ouvert la bouche.
9781,Il fit ses besoins patiemment.
9782,Il avait les mains dans les poches.
9783,Elle a été provoquée par un coup.
9784,Il est trop jeune.
9785,Un individu non identifié était là.
9786,Il me tendit la main.
9787,C'était peu avant la sortie de Huggler.
9788,Vous cédez même si c'est déraisonnable.
9789,Le personnel était prioritaire.
9790,Je m'en pris à ces mains.
9791,Il espérait qu'il était bien là.
9792,Il répond que ça en a tout l'air.
9793,"C'est étonnant, vous savez."
9794,La condamnation à mort tomba.
9795,Quelqu'un ayant le parcours de Harrie...
9796,Il le ramena dans son dos.
9797,"Mon salaud, maugréa Milo."
9798,Il n'avait jamais rencontré mon père.
9799,Ils étaient moins que les malheureux.
9800,Nous lui rendrons visite demain.
9801,C'est une fille solide.
9802,"Bon, j'arrive vite."
9803,Raul demande pour quelle association.
9804,Je consacrai mes soixante heures hebdomadaires.
9805,Ce type portait une canadienne.
9806,c'est peut-être soixante mille dollars.
9807,Il s'autorisa un somme à lui.
9808,Le mentor suit son disciple.
9809,J'ai même fait une recherche.
9810,Il se servit de la gauche.
9811,Avait-il convaincu les médecins ?
9812,"Oui, j'aime le bord de mer."
9813,Elle n'était même pas mariée.
9814,qu'ils ont attendu Huggler.
9815,Wainright avait cinquante-quatre ans.
9816,Je venais de m'installer confortablement.
9817,Maman m'avait raconté des choses.
9818,Il a dix ans.
9819,Il a changé de métier ensuite.
9820,L'un dégaine vite.
9821,Tant qu'on ne met pas la main dessus.
9822,Stanleigh Belleveaux était dehors.
9823,C'est une belle église catholique.
9824,On m'a fait patienter.
9825,Je vais regretter.
9826,Qu'est-ce qui vous fait croire cela ?
9827,Affichez-le si possible.
9828,Celui-ci avait failli lui rompre cou.
9829,Cela n'excuse absolument rien.
9830,C'était d'un peu moins de cent quatre-vingts dollars.
9831,"Pour une fois, nous ne sommes pas bredouilles."
9832,Tout est possible.
9833,Il a vérifié les plis de sa pochette.
9834,Ce n'était pas dans son coffre.
9835,On avait choisi une vallée peu profonde.
9836,Ça se rapporte à l'incident.
9837,"Dans le doute, s'abstenir."
9838,Il les présenta à tour de rôle.
9839,Elle devait rencontrer cette mauviette.
9840,Il effleura son visage meurtri.
9841,J'avais déménagé ailleurs.
9842,Milo me fit signe de venir.
9843,L'ordre vient directement de mon boss.
9844,Il faut établir un historique succinct.
9845,Avez-vous lu le procès-verbal ?
9846,Ils veulent se sentir en sécurité.
9847,Ce n'est plus une question de vengeance.
9848,"Officiellement, cela ne faisait pas partie de mes attributions."
9849,C'était un épouvantail vivant.
9850,"Milo demanda : ""C'est trop serré ?"
9851,Faites pression sur Mick Ostrovine.
9852,Il m'a adressé un clin d'œil.
9853,Je me demandai si quelque chose était survenu.
9854,Il a les muscles bien développés.
9855,Les titres montrèrent ses goûts.
9856,Il regarda en direction des chiens.
9857,De la nourriture pour chiens.
9858,Le costume avait des fines rayures.
9859,Il avait peur d'un type.
9860,"Je dis : ""Ça faisait longtemps !"
9861,Combien de temps vous eut comme tutrice ?
9862,C'était pour notre sécurité.
9863,Borchard nous fit un salut.
9864,"Allez, il est temps de ressortir."
9865,Rien ne se fera.
9866,Elle est économe de ses gestes.
9867,Je n'ai rien contre la farine.
9868,L'ambiance était morose.
9869,Mais rien n'est venu.
9870,Cahane était assis dans un fauteuil.
9871,Il serait préférable qu'il soit accompagné.
9872,Rangez-moi ce dessin.
9873,Elle lui montre les deux visages.
9874,J'ai pensé à des troubles mentaux.
9875,Il y avait un grand point d'interrogation.
9876,Nous distinguions mieux la bête.
9877,On aurait cru qu'il dormait.
9878,Trois oiseaux étaient dessinés dessus.
9879,Elle faisait ses courses.
9880,Chaque appartement a une alarme.
9881,C'était à un James P. Harrie.
9882,Milo roulait au ralenti.
9883,Peut-être avons-nous affaire à deux crapules.
9884,Il devenait subitement silencieux.
9885,Quinze jours sur la côte.
9886,Milo pouvait tout juste se tenir droit.
9887,Nous étions tous tenaillés par la faim.
9888,Le jour où j'ai abordé le sujet.
9889,Le tunnel partait sur la gauche.
9890,Il était propre comme la terre.
9891,J'aperçus de la lumière à la fenêtre.
9892,J'organiserai tout ça.
9893,Une mère a tiré une balle.
9894,Tous deux me dévisagèrent attentivement.
9895,Une grosse affaire.
9896,Elle vint me lécher la main.
9897,Il tirait bien parti de nos programmes.
9898,C'était une charcuterie quelconque.
9899,Elle se rassied pour le laisser chercher.
9900,Il y avait charcuterie et pain blanc.
9901,Mais ces types-là ne sortent jamais.
9902,La thyroïdite d'Hashimoto en est une.
9903,C'était un bref entretien avec James Harrie.
9904,C'était une question de point de vue.
9905,Il avait une puissante mâchoire.
9906,Elle n'a pas eu un parcours simple.
9907,Elle l'a jetée sans regarder son nom.
9908,Il était consultant à mi-temps.
9909,Il permettait au vieux chien d'appuyer.
9910,Il recelait aussi des menaces.
9911,"C'est complexe , répondis-je."
9912,Elle a vérifié sa tonicité.
9913,Il résolvait quelque problème.
9914,Il reprit sa promenade.
9915,Si je me sens? Vivement!
9916,Ils disposaient d'un code d'accès.
9917,Il seul dirait pourquoi Harrie se trimballait.
9918,Le gaillard était grand et armé.
9919,Au bout du quatrième épisode.
9920,"Je répondis : ""Si."
9921,Pourquoi Wainright ferait-il le lien?
9922,Peut-être qu'il n'a pas toujours été.
9923,Elle demanda pourquoi il est resté avec le cadavre.
9924,Les questions mineures s'étaient résolues.
9925,Son dernier examen du cou datait.
9926,J'y passai un mois entier.
9927,Il y a des pulsions sanguinaires.
9928,pas une association.
9929,"Des années plus tard, il m'a confié."
9930,Ned parvenait à maîtriser ses gestes.
9931,Notre suspect continuait de serpenter.
9932,Il avait aussi seize ans.
9933,C'était probablement un délire psychotique.
9934,Milo m'a rappelé.
9935,Chaque jour était une épreuve.
9936,Il a vite été rayé comme suspect.
9937,Elle décrétait que la musique s'arrêtait à Bach.
9938,Je n'avais pas la disponibilité.
9939,La chienne perçut mon état d'esprit.
9940,Milo demanda de tout faxer.
9941,C'est le numéro pour mes cours.
9942,Elle tourna en grinçant.
9943,C'était au lycée.
9944,Ils étaient enfermés pour folie.
9945,Je lui ai laissé la carte.
9946,Petra demande pour James Harrie.
9947,Il appuya sur un bouton.
9948,Ce champ est plein d'artichauts.
9949,J'avais terminé mon verre de Chivas.
9950,Une vengeance basse et méchante.
9951,Recouvrer l'équilibre en réglant d'anciens traumas.
9952,Ils étaient d'ordinaire coopératifs.
9953,Aucune pension n'est versée.
9954,Il rangea son revolver.
9955,Ils se promenaient souvent par là.
9956,Il faudrait un recoupement des numéros.
9957,Sentez-vous libre de prendre la porte.
9958,Vita Berlin était méchante par nature.
9959,"Bon appétit !, disait-il."
9960,Il était là derrière deux mères.
9961,Elle n'avait jamais existé.
9962,Il a peut-être tenu les victimes.
9963,Huggler a été transféré.
9964,Elle portait un sac en papier.
9965,Elle peinait à s'en défaire.
9966,Il appuya sur un bouton.
9967,D'où la présence de notre ami.
9968,"À cause de contraintes médico-légales, mais pas du tout."
9969,C'était à Malibu.
9970,Les murs bleu canard étaient grisâtres.
9971,C'était une cahute à Oxnard.
9972,Les petites passent par l'entrée principale.
9973,Ses poumons étaient transpercés aussi.
9974,Le nom est Emil Cahane.
9975,Il ne fallait pas souligner sa vulnérabilité.
9976,Il pratiquait des opérations en externe.
9977,J'allégeais le bruit de frottement.
9978,Une silhouette svelte passa.
9979,Il y avait des fleurs sauvages.
9980,Je connaissais les fantaisies administratives.
9981,Il y avait des internes en psychiatrie.
9982,Sa barbe cachait une partie de son visage.
9983,Il demande et lui ?.
9984,Il veut rendre son geste légitime.
9985,Multiples séjours aux geôles du comté.
9986,Ce travail était dénué d'intérêt.
9987,"Quand je rentrai, ils avaient appelé."
9988,Il ne se souvient pas du type.
9989,Elle doit les rappeler demain.
9990,Le téléphone sonnait.
9991,Il avait de larges bandes argentées.
9992,Il s'avança au milieu de la voie.
9993,Béton et barres d'armature jusqu'au fond.
9994,Des choses épouvantables s'y pratiquèrent.
9995,Prononce-le à voix haute.
9996,C'était sur la psychothérapie de l'enfant.
9997,"En route, elle s'occupa des affaires."
9998,C'est toujours calme.
9999,Il avait treize ans à l'opération.
10000,Si Harrie a suivi Huggler.
10001,Il est délimité par des tables pliantes.
10002,J'étais dans l'équipe de base-ball.
10003,Elle est morte à Ventura State.
10004,La fermeture de Ventura n'était pas prévue.
10005,Ils ont tout de même attendu Huggler.
10006,Il cracha une miette de tabac.
10007,Pensez aux personnes employées dans la santé.
10008,Ce tiroir était du haut.
10009,Il fut réveillé malencontreusement.
10010,Reed suggère un autre médecin impliqué.
10011,Parce que je le leur ai soufflé.
10012,"Désormais libéré, il pouvait jouer redresseur."
10013,Le diocèse m'a aidée pour mes études.
10014,Il s'est essuyé avec sa pochette.
10015,Il fit vingt années de bénévolat.
10016,"Quand je voulus l'aider, il secoua la tête."
10017,Elle répond qu'ils sont un espace.
10018,Il a versé six mois d'avance.
10019,Elle demande s'ils se connaissent.
10020,Je restai assis tranquillement.
10021,Plusieurs semelles étaient brouillées par les chiens.
10022,Il lance des billets sur la table.
10023,Sa mère m'a raconté.
10024,Il fixa les gouttes sur sa manche.
10025,"Oui, c'était un sale moment."
10026,La serveuse vint lui proposer.
10027,J'ai vérifié les centres urbains aussi.
10028,Pendant un trou dans mon emploi du temps.
10029,Sa sœur me l'avait offert.
10030,Il devait porter un polo.
10031,Nous entrâmes dans la végétation.
10032,Il mit la main à son holster.
10033,d'autres personnes vont y perdre la vie.
10034,Ce n'était rien de louche.
10035,Il rouvrit les yeux.
10036,Un nouveau meurtre venait d'avoir lieu.
10037,Milo pensa aux négociateurs chevronnés.
10038,Puis ça s'est retourné contre elle.
10039,C'était certainement très sérieux.
10040,Vous me demandez d'enfreindre le secret médical.
10041,On y sert seulement à dîner.
10042,Si la force est employée.
10043,Il fut sans doute à Atascadero.
10044,Je voguais sur un paquebot.
10045,Ils étaient en bataille.
10046,Huggler et son mentor ont patienté.
10047,Je sens une certaine urgence.
10048,Milo se raidit en m'apercevant.
10049,Je sens qu'on avance.
10050,Il aligne des lentilles avec sa fourchette.
10051,Louie masquait plutôt bien.
10052,Il ne divaguait pas ?
10053,que c'est drôle comme nom.
10054,Ils dissimulaient encore leurs prouesses.
10055,Les enquêteurs ne parvenaient pas à les expliquer.
10056,Il avait le téléphone aussi.
10057,Elle fait son rapport à Milo.
10058,On dirait que la terre a été retournée.
10059,Le ciel sembla s'assombrir.
10060,Il a localisé le fils d'Eccles.
10061,Sois content de tout ce qui marche.
10062,Je trouvai des verres en cristal.
10063,Vous plaisantez sérieusement ?
10064,Nous jouissions d'une réputation méritée.
10065,Il a été interné en hôpital psychiatrique.
10066,Quel âge avait-il alors ?
10067,Il se tourna vers nous.
10068,Peut-être qu'il est impliqué.
10069,Quatre squelettes intacts étaient là.
10070,Il n'obtint aucun résultat.
10071,Il regardait Eccles de face.
10072,"Avec Gertrude, deux de chute."
10073,Pas forcément un poison en tant que tel.
10074,Huggler a assisté à la scène.
10075,Ils s'interrogent sur l'organisme.
10076,Je ne voulais pas avoir à lui répondre.
10077,J'appelai la faculté de médecine.
10078,Plusieurs établissements avaient refusé.
10079,Il roula environ cinq cents mètres.
10080,C'était assez gros.
10081,Il avait les mains manucurées.
10082,Elle semait la méchanceté partout.
10083,Elles avaient des idées libérales.
10084,On tombe sur des choses.
10085,Les yeux laissés au cabinet.
10086,Vous étiez directeur adjoint à Ventura.
10087,L'individu à la canadienne.
10088,Elle disait : Fixe des objectifs raisonnables.
10089,Faites ce que vous devez faire.
10090,Elle décida que le tutorat se déroulerait dehors.
10091,"Pas cette dame, elle durcit son expression."
10092,Il sort un agrandissement.
10093,Je fis défiler le texte.
10094,Il l'arracha une plainte.
10095,J'avais formulé des propositions.
10096,C'est une question de rationalité.
10097,Raul se penche vers elle.
10098,C'était une sorte de consultant externe.
10099,Il gardait le bassin posé.
10100,Quel angle d'attaque utiliser ?
10101,Des tatouages ?
10102,On y vendait principalement des magazines.
10103,Vous croyez que j'ai le choix ?
10104,Lemuel Eccles junior avait trente-huit ans.
10105,Quelles étaient les charges ?
10106,"Un instant, s'il vous plaît."
10107,Deux paires de loupes de lecture.
10108,Je le voudrais corsé.
10109,Le service des soins spécialisés était là.
10110,Il faut savoir ce qui lui a été accordé.
10111,Nous pensions les avoir tous condamnés.
10112,Les rayonnages étaient pleins à craquer.
10113,Tu fais ton boulot sans râler.
10114,Rick et moi avons aussi fait la sortie.
10115,Il a fourni une fausse adresse là-bas.
10116,Quelque chose de sexuel entre eux?
10117,C'est cent cinquante kilomètres loin.
10118,"Hola, amigo !, dit Milo."
10119,Pas assez de ruban.
10120,"Au Bijou, dis-je."
10121,C'est la comédie de la vie normale.
10122,La feuille était dans ma main.
10123,C'était une famille nombreuse.
10124,Elle était à un bloc de là.
10125,Ils pourraient très bien être des spécimens.
10126,arrêtez-vous un instant.
10127,Il y eut un silence.
10128,C'était des évaluations pour les assureurs.
10129,Il sortait aussi avant le dîner.
10130,Gertrude... Vous avez de ses nouvelles ?
10131,Elle fit quelques pas et s'arrêta.
10132,La porte en chêne doit peser une tonne.
10133,Je m'approchai tout sourire.
10134,Cela instille la patience.
10135,Le tunnel est à l'emplacement des soins.
10136,Il ne se soucia pas de l'épaule.
10137,Elle fait non de la tête.
10138,Il y avait des mots croisés.
10139,Grâce à l'intervention de Ramos.
10140,On lui a commandé une glace.
10141,Il voulait faire ses preuves.
10142,Louie lui lécha le museau.
10143,Elle était basée en Californie.
10144,Elle était doublée de mouton.
10145,Cela décoiffa un peu plus les mèches.
10146,Elle portait des talons de dix centimètres.
10147,D'où sors-tu ça ?
10148,Il aimait la géographie.
10149,Il éloigna le plat ensuite.
10150,Il priverait le cerveau de vie.
10151,Ce fut dans la chaussure gauche.
10152,Il me fit signe d'entrer.
10153,C'était il y a trois ans.
10154,Son ton était aimable.
10155,Elles gardent les yeux baissés.
10156,Ou il a entendu le tueur approcher.
10157,Il s'entretint avec Milo.
10158,On les qualifierait plus tard de troubles autistiques.
10159,C'était le quartier où Vita Berlin vécut.
10160,Nous avons parlé brièvement du dîner.
10161,Ils furent envoyés en Europe et au Pacifique.
10162,Nous passâmes par une troisième ouverture.
10163,Rétablir l'équilibre en dénouant symboliquement le passé.
10164,"Après un silence, elle demanda"
10165,Une idée de ce qu'elle cachait ?
10166,Ce n'était pas ma mère.
10167,Je portais un pull-over gris.
10168,Nouvelle pause pipi.
10169,Vita avait insulté le faux Dr Shacker.
10170,Je suis avocat.
10171,La femme la coupa d'un geste.
10172,L'oncle de M. Cahane utilise notre adresse.
10173,Il scrutait l'horizon au nord.
10174,Il fut saisi de tremblements soudains.
10175,Ce quartier attire les marginaux.
10176,Il avait trouvé une place.
10177,Leur supérieur non plus.
10178,Il faut utiliser son nouveau sobriquet.
10179,Notre jeune ami est attiré par les bêtes.
10180,Elle était au stade trois.
10181,Je vois mal nos garçons là-dedans.
10182,Ces patients lui déplaisent.
10183,Il était plutôt dans les saisies.
10184,"Je dis : ""Salut Grant, moi Alex."
10185,Le faible éclairage était faible.
10186,Des bêtes de petite taille.
10187,Il remarquait quantité de signes.
10188,Son tuteur a une situation confortable.
10189,Un fou croise un psychopathe.
10190,Quel rapport avec le parc ?
10191,Il nous regarda sans crainte.
10192,La chronologie me pose un problème.
10193,Des photos de la scène de crime.
10194,Milo réquisitionna Moe Reed.
10195,Milo demanda si Eric aimait le shopping.
10196,Il y a aussi le Café des Mouettes.
10197,Il avait semé panique et malheur.
10198,Milo pointa l'endroit à gauche.
10199,Plutôt parce qu'il ne savait pas.
10200,Il a réglé son repas avec de la monnaie.
10201,C'était le type du surfeur vieillissant.
10202,C'est du solide !
10203,Septième et huitième membres arrivaient.
10204,Certains ont sûrement fini en prison.
10205,juste qu'il passe ici.
10206,Ma femme et moi n'en revenons pas.
10207,Elle m'étreignit et me fit entrer.
10208,Elle tomba dès l'injure.
10209,Une autre victime avant L.A. ?
10210,Ce patient a subi un changement radical.
10211,La liste est alphabétique des patients.
10212,Ça sonne comme une réponse toute faite.
10213,Lem Eccles était votre patient.
10214,Elle m'a rejeté avec douceur.
10215,Il allait jeter un coup d'œil.
10216,Et je sais m'en servir.
10217,J'énonçai le nom de Milo.
10218,Il secoua la tête.
10219,Je dis : Je suis passé chez vous.
10220,Il n'y avait pas de confiture.
10221,Le chien promenait avec son maître.
10222,"Sans lui, rien ne serait arrivé."
10223,Je pointai l'index vers lui.
10224,C'était en costume.
10225,Je veux rester dans mon monde.
10226,C'était un geste brusque.
10227,Ça fait partie du service.
10228,Elle m'a laissé entendre qu'elle était amoureuse.
